Wall time,Step,Value
1714367258.23406,23301,8.01887035369873
1714367258.8364666,23526,5.792452812194824
1714367258.8988445,23553,8.035436630249023
1714367259.2707834,23697,8.640515327453613
1714367260.1412838,24030,6.975010395050049
1714367262.343443,24870,10.955432891845703
1714367262.5257595,24945,5.194343566894531
1714367263.2676656,25224,5.881095886230469
1714367264.1714323,25572,5.253139019012451
1714367266.2458363,26364,7.389559745788574
1714367266.563826,26481,9.63394546508789
1714367267.5838313,26865,6.192266464233398
1714367267.714157,26913,7.440587043762207
1714367269.2992105,27486,8.325956344604492
1714367270.524238,27933,6.776595115661621
1714367272.1315403,28524,8.056346893310547
1714367272.5578582,28689,4.718648910522461
1714367274.9566255,29598,9.526226997375488
1714367275.7629755,29910,10.205596923828125
1714367275.79424,29922,11.252961158752441
1714367276.8445544,29982,4.943026065826416
1714367277.2061982,30114,6.389103412628174
1714367280.4516647,31221,7.765377521514893
1714367280.5629876,31260,6.948225498199463
1714367280.9098706,31401,3.7342464923858643
1714367282.5826042,32034,6.586973190307617
1714367283.3649483,32334,4.072970390319824
1714367284.5865107,32790,5.020993232727051
1714367285.0386772,32952,8.658056259155273
1714367286.5698295,33522,4.837761402130127
1714367286.6253045,33540,5.459820747375488
1714367286.7232463,33576,4.153368949890137
1714367288.0017588,34062,6.531494617462158
1714367288.1013982,34101,3.4166555404663086
1714367289.1114223,34473,7.0885329246521
1714367292.033509,35580,6.397686958312988
1714367292.3527808,35697,6.379813194274902
1714367292.5774884,35781,5.605208396911621
1714367292.6561658,35808,9.147375106811523
1714367293.2831485,36042,9.770736694335938
1714367296.1259933,37110,5.622297286987305
1714367298.3497114,37941,3.8949248790740967
1714367299.2436771,38286,6.157851219177246
1714367299.399515,38337,9.462648391723633
1714367300.6237342,38790,6.95935583114624
1714367300.813894,38862,5.253650665283203
1714367302.362995,39441,4.224442481994629
1714367303.0571754,39696,2.2534170150756836
1714367304.9594245,40404,7.7971954345703125
1714367307.0409894,41172,7.59816837310791
1714367307.139393,41202,6.722456455230713
1714367308.7579281,41664,4.9729533195495605
1714367309.7039158,41985,2.585315704345703
1714367310.173298,42156,7.298603534698486
1714367311.091479,42498,5.340842247009277
1714367311.5864053,42684,9.937080383300781
1714367312.2137098,42912,5.202578067779541
1714367312.7283146,43098,4.16719913482666
1714367312.740554,43101,3.919884204864502
1714367312.9812262,43188,6.316063404083252
1714367313.7512164,43470,5.878716945648193
1714367314.2863355,43677,4.682372093200684
1714367314.3238292,43689,4.191218852996826
1714367314.7329838,43842,5.7844390869140625
1714367314.9611018,43932,3.3782129287719727
1714367315.0413814,43965,4.310293674468994
1714367315.5391815,44148,6.804662704467773
1714367316.4513378,44478,5.899206161499023
1714367316.649989,44553,4.509528636932373
1714367317.4897168,44862,4.116560459136963
1714367319.950635,45744,5.253153324127197
1714367320.511464,45957,4.6242241859436035
1714367320.7232938,46038,4.101459980010986
1714367321.0599473,46161,6.482966423034668
1714367321.1571398,46197,2.6780247688293457
1714367321.5045092,46332,7.1164774894714355
1714367322.3631496,46662,5.379012107849121
1714367322.7852342,46809,4.155655384063721
1714367323.5868406,47106,5.344421863555908
1714367326.015027,47946,4.204672813415527
1714367326.0752077,47964,4.377363204956055
1714367326.4548001,48108,8.825090408325195
1714367327.897074,48621,5.748932838439941
1714367328.196282,48726,5.992326736450195
1714367329.488744,49230,7.458558082580566
1714367333.7049327,50754,6.842563629150391
1714367335.911656,51576,2.719560146331787
1714367336.569636,51825,4.884202480316162
1714367337.3943248,52137,3.7367935180664062
1714367337.5637686,52206,3.2502453327178955
1714367337.882672,52314,3.3927083015441895
1714367338.0853481,52398,5.503769397735596
1714367338.2251422,52446,9.607953071594238
1714367338.3677242,52506,3.5408167839050293
1714367341.6289089,53676,2.9449102878570557
1714367342.7027092,54084,5.529297351837158
1714367343.1143913,54252,7.070491313934326
1714367343.6670022,54456,7.35776948928833
1714367343.9419458,54549,4.106810569763184
1714367344.572618,54786,5.1068949699401855
1714367345.9878495,55308,4.462973594665527
1714367346.7961886,55605,5.809722423553467
1714367348.930424,56388,5.049398422241211
1714367350.5208359,56952,2.2701854705810547
1714367351.3036563,57246,7.566224575042725
1714367351.5882468,57348,2.7054762840270996
1714367351.7739992,57420,8.049126625061035
1714367352.4026225,57657,8.470494270324707
1714367352.9466426,57858,6.0320210456848145
1714367354.9417703,58596,4.767614364624023
1714367355.0049803,58620,5.774482727050781
1714367355.305649,58740,3.831791400909424
1714367355.4005005,58776,2.3600828647613525
1714367355.510995,58818,5.427569389343262
1714367356.5135088,59184,6.0066752433776855
1714367356.623874,59220,2.6801323890686035
1714367356.8624604,59304,5.575690746307373
1714367357.5631227,59562,7.533821105957031
1714367357.795978,59637,3.322068452835083
1714367360.8771243,60429,5.624659061431885
1714367361.9605663,60789,6.492879390716553
1714367362.950737,61134,5.326775074005127
1714367363.6136615,61365,4.193772315979004
1714367365.3634121,61962,4.666141510009766
1714367365.3793824,61968,4.770237922668457
1714367365.7383914,62097,3.7471189498901367
1714367366.0971828,62220,4.537088871002197
1714367368.432528,63030,7.074400424957275
1714367368.6997576,63126,3.4127964973449707
1714367371.3305998,64041,4.461417198181152
1714367372.5134282,64449,3.847273111343384
1714367372.7498589,64533,2.905545234680176
1714367374.2525177,65064,4.6463141441345215
1714367375.0843453,65352,4.619848728179932
1714367375.3355649,65442,3.6212120056152344
1714367376.0727558,65694,3.9438304901123047
1714367377.2036602,66090,3.3049638271331787
1714367379.4324148,66858,8.882681846618652
1714367380.7148428,67305,4.006535530090332
1714367381.2602704,67497,4.483581066131592
1714367381.7518132,67665,3.6768195629119873
1714367383.6676679,68334,5.520752906799316
1714367384.0114791,68457,2.9509665966033936
1714367385.6599193,69024,7.9482831954956055
1714367386.288325,69237,4.625149250030518
1714367386.5668428,69336,3.186877489089966
1714367386.8255405,69426,7.915408611297607
1714367388.044847,69846,6.831277847290039
1714367389.188017,70242,2.6990790367126465
1714367389.3442771,70296,3.318723201751709
1714367389.6993876,70413,3.4608356952667236
1714367389.7944143,70446,2.0058703422546387
1714367390.1246915,70560,4.3392839431762695
1714367391.2757397,70956,1.3997482061386108
1714367393.9244723,71880,7.5314621925354
1714367394.6748195,72141,3.502375602722168
1714367395.1820238,72330,5.0525641441345215
1714367397.4555626,73125,6.584593772888184
1714367398.0740108,73341,8.729144096374512
1714367399.6103556,73872,7.5957746505737305
1714367399.621389,73878,3.389188051223755
1714367401.2978396,74436,3.7745933532714844
1714367404.1875398,75450,5.931329727172852
1714367405.5752769,75900,5.154749870300293
1714367407.4298964,76533,7.480282783508301
1714367408.0419726,76746,3.7784910202026367
1714367409.1862144,77154,3.3286471366882324
1714367412.1775498,78192,3.49829363822937
1714367413.4202113,78630,3.9604451656341553
1714367413.5839286,78684,2.4141106605529785
1714367414.4537876,78993,5.014364719390869
1714367415.7974906,79452,5.404425621032715
1714367416.8540735,79821,6.090137481689453
1714367417.505136,80049,2.982666254043579
1714367417.9597359,80208,7.7742204666137695
1714367418.1829786,80280,3.461293935775757
1714367418.2698526,80316,12.60620403289795
1714367419.1759467,80622,2.5409393310546875
1714367420.4174705,81045,10.303055763244629
1714367420.452945,81057,5.7227559089660645
1714367420.5145829,81078,3.4370172023773193
1714367421.3575373,81360,4.351558208465576
1714367422.8644204,81828,3.8375463485717773
1714367423.4145608,82008,5.078859329223633
1714367424.0093029,82224,4.209319591522217
1714367424.0291033,82230,4.888009071350098
1714367424.277057,82317,2.2559385299682617
1714367424.464967,82380,3.92673921585083
1714367426.8212602,83184,5.061363697052002
1714367426.8503082,83196,5.4427170753479
1714367427.3975651,83394,2.3963100910186768
1714367427.6898582,83490,7.344223976135254
1714367430.260006,84390,5.877743721008301
1714367431.0051665,84645,2.922602653503418
1714367431.7803319,84906,3.6050162315368652
1714367432.0416968,84996,3.420231819152832
1714367433.0317142,85332,7.478689193725586
1714367433.077957,85344,4.296838283538818
1714367433.1416883,85365,1.356554388999939
1714367433.921535,85632,5.133176803588867
1714367434.1286666,85704,7.360505104064941
1714367435.4506173,86160,6.417264461517334
1714367437.2754927,86793,7.1273193359375
1714367438.6329577,87249,2.7231593132019043
1714367438.9284902,87354,3.0017201900482178
1714367439.1899946,87438,4.708659648895264
1714367439.2720017,87462,3.558206558227539
1714367441.2687173,88092,3.928947925567627
1714367444.6753345,89049,4.239906311035156
1714367445.3396788,89238,5.902792930603027
1714367445.8979695,89388,3.536243438720703
1714367446.3507023,89502,6.190388202667236
1714367448.662254,89958,1.7739410400390625
1714367449.7867553,90246,4.603407859802246
1714367452.842145,91128,2.682947874069214
1714367453.7288828,91428,4.454745769500732
1714367454.7755396,91788,6.3738789558410645
1714367457.2836435,92622,10.570365905761719
1714367457.389815,92661,4.979865550994873
1714367457.8477418,92796,4.354862213134766
1714367457.9739707,92838,6.688319206237793
1714367458.2712855,92940,1.3984777927398682
1714367458.8127668,93120,5.214211940765381
1714367459.0690641,93213,4.494150161743164
1714367459.9525757,93513,2.2756805419921875
1714367460.718907,93777,3.2822470664978027
1714367462.0414052,94230,2.624305009841919
1714367463.5620615,94749,6.206768989562988
1714367463.6898594,94794,1.5198578834533691
1714367463.915549,94872,2.881636619567871
1714367466.948976,95820,4.4251251220703125
1714367469.071828,96384,2.3724937438964844
1714367469.593797,96540,5.160244941711426
1714367470.000849,96657,2.154191732406616
1714367471.1835513,97005,2.9876577854156494
1714367471.8101783,97197,4.000768661499023
1714367471.8375459,97206,3.3890113830566406
1714367472.3149285,97356,4.753740310668945
1714367472.6358778,97449,7.597890853881836
1714367475.4596903,98298,4.936102867126465
1714367476.2271204,98553,7.195089340209961
1714367477.4207776,98946,3.771425724029541
1714367477.4999242,98976,5.20504903793335
1714367479.630979,99672,5.711344242095947
1714367480.0219946,99804,4.663887023925781
1714367480.8693912,100101,6.64730978012085
1714367481.3415391,100257,1.9261640310287476
1714367482.3629277,100602,3.30363130569458
1714367483.5347147,100992,6.1716084480285645
1714367483.803249,101082,1.9125959873199463
1714367484.7456415,101397,4.096282482147217
1714367485.466369,101634,2.9573936462402344
1714367486.8366144,102090,5.146063327789307
1714367487.0043187,102150,4.696324825286865
1714367487.9621644,102465,5.857975006103516
1714367488.9886336,102813,1.7661157846450806
1714367490.4908388,103317,3.9327778816223145
1714367490.8918972,103458,5.968635559082031
1714367491.7877288,103752,2.1567084789276123
1714367493.528581,104334,3.1938958168029785
1714367493.8200145,104433,3.3872454166412354
1714367494.5944722,104688,4.470411777496338
1714367494.7586868,104745,2.422278881072998
1714367496.2652771,105237,1.9460322856903076
1714367496.3942637,105282,7.404263496398926
1714367497.6172004,105681,6.17185115814209
1714367498.4039686,105948,1.6101264953613281
1714367502.3771713,107256,2.7194459438323975
1714367502.3927305,107262,7.4589643478393555
1714367502.7161837,107376,4.16770601272583
1714367502.737251,107385,4.389349937438965
1714367503.929871,107781,4.579670429229736
1714367506.4931602,108636,4.316369533538818
1714367506.5826511,108660,7.0024003982543945
1714367506.6799397,108684,5.648867130279541
1714367506.7359116,108702,2.814678430557251
1714367506.7389195,108705,7.839362144470215
1714367508.1285686,109164,6.198502540588379
1714367510.8065486,110088,3.7220261096954346
1714367511.9442182,110481,4.641195297241211
1714367512.0621836,110520,4.115024566650391
1714367512.1405175,110550,11.027731895446777
1714367512.3585877,110622,5.661967754364014
1714367513.5461087,111024,10.768272399902344
1714367514.600705,111369,6.907504081726074
1714367515.634341,111732,4.007034778594971
1714367516.0446348,111870,3.6920766830444336
1714367516.2496724,111942,2.2403347492218018
1714367519.6749043,113073,2.176805257797241
1714367520.5201774,113352,4.210077285766602
1714367521.9122283,113820,5.2200093269348145
1714367522.0764992,113874,10.360372543334961
1714367523.1639612,114240,5.119225978851318
1714367523.5056965,114357,4.335947513580322
1714367524.0700142,114513,4.606578350067139
1714367528.3686683,115950,4.2385053634643555
1714367528.686523,116052,9.229320526123047
1714367529.1895225,116217,4.818714618682861
1714367529.4775512,116316,3.5284290313720703
1714367529.6677449,116382,1.7082561254501343
1714367531.1901898,116874,17.705806732177734
1714367531.9097376,117120,2.2280750274658203
1714367534.4250548,117954,2.4545207023620605
1714367534.6261246,118017,3.331198215484619
1714367535.2374413,118218,2.8323287963867188
1714367535.533855,118314,6.441214084625244
1714367536.113763,118512,2.8468704223632812
1714367537.7696807,119058,7.095775604248047
1714367538.7566645,119382,4.205333709716797
1714367538.7670007,119385,2.424058437347412
1714367541.593448,120069,4.648303985595703
1714367541.6523194,120090,4.522085189819336
1714367541.9527147,120192,5.002418041229248
1714367542.6989756,120438,4.123068809509277
1714367543.6637378,120765,7.931501388549805
1714367544.4862342,121041,3.1182239055633545
1714367544.9743533,121206,6.165096282958984
1714367545.49705,121377,3.355557441711426
1714367547.0909102,121905,1.9707584381103516
1714367547.2254295,121950,6.330570220947266
1714367548.901514,122517,3.576742172241211
1714367550.0277796,122892,6.143703937530518
1714367550.1892586,122949,4.972623348236084
1714367550.4031584,123021,4.989753723144531
1714367554.7451665,124488,6.823599815368652
1714367558.2949426,125694,6.903158187866211
1714367558.725488,125841,4.42815637588501
1714367561.7826061,126852,10.747943878173828
1714367563.1464765,127302,2.1321048736572266
1714367563.9487045,127560,2.0553247928619385
1714367564.0399897,127590,3.8587803840637207
1714367564.1348796,127620,4.1290154457092285
1714367564.7053907,127812,7.313315391540527
1714367564.812596,127848,3.9352920055389404
1714367565.5151532,128085,1.6733675003051758
1714367565.681081,128136,7.430206775665283
1714367568.0235586,128766,7.21921968460083
1714367568.4884107,128898,3.9177041053771973
1714367569.081985,129066,5.6889801025390625
1714367571.7728872,129810,4.231218338012695
1714367573.3658485,130236,8.57693099975586
1714367575.1637137,130698,11.707281112670898
1714367575.7771623,130893,8.2568941116333
1714367576.540957,131118,4.208122253417969
1714367578.4442825,131646,1.8868310451507568
1714367578.5471287,131676,5.430719375610352
1714367579.9686384,132078,4.2207231521606445
1714367580.1334538,132126,5.5452423095703125
1714367580.3767843,132204,2.006662368774414
1714367582.1001375,132678,2.14890456199646
1714367582.5303302,132786,2.7526326179504395
1714367582.5463982,132792,2.1934261322021484
1714367583.8563814,133152,2.7073915004730225
1714367584.8915386,133434,12.836385726928711
1714367585.4021657,133569,8.36548900604248
1714367585.804666,133680,2.0341012477874756
1714367587.829766,134226,5.654285430908203
1714367589.1003165,134592,2.336362600326538
1714367590.4146824,134982,5.410347938537598
1714367590.542068,135018,2.1208674907684326
1714367590.712121,135066,3.4748032093048096
1714367590.9412708,135141,4.641000270843506
1714367591.1778276,135210,3.611353635787964
1714367591.9292278,135426,2.8108582496643066
1714367592.0906582,135474,11.973201751708984
1714367592.4282959,135573,1.4084711074829102
1714367592.9143178,135720,5.728914260864258
1714367594.3189201,136137,1.913470983505249
1714367594.565519,136212,5.9767842292785645
1714367595.321182,136425,2.88743257522583
1714367596.0621922,136632,6.341614723205566
1714367599.0724485,137517,5.654102325439453
1714367599.370361,137601,2.071911334991455
1714367600.1905932,137820,10.758281707763672
1714367601.2842185,138168,4.017207145690918
1714367601.3004158,138174,4.917754173278809
1714367601.7691853,138324,8.414379119873047
1714367602.1887903,138465,7.15504789352417
1714367604.537311,139200,3.2343969345092773
1714367605.7209368,139581,8.664312362670898
1714367608.5418935,140529,1.0892890691757202
1714367609.2999103,140778,3.904017448425293
1714367610.2055514,141084,4.296688556671143
1714367611.126437,141402,3.6566426753997803
1714367611.368713,141486,5.714454650878906
1714367611.4577467,141516,14.784345626831055
1714367611.6302743,141576,0.9022058248519897
1714367612.8346932,141993,5.2149457931518555
1714367612.8618846,142002,6.177799224853516
1714367613.9154608,142362,7.285735607147217
1714367616.2936227,143154,6.3706135749816895
1714367616.3735409,143181,11.545072555541992
1714367617.1435297,143445,5.090912342071533
1714367617.203992,143466,3.2014548778533936
1714367618.4290688,143880,4.166220664978027
1714367618.679744,143949,4.803389549255371
1714367619.4437973,144216,6.142472267150879
1714367621.9935586,145053,3.5508244037628174
1714367622.1762521,145116,2.433765411376953
1714367622.333323,145170,2.5644242763519287
1714367622.7547212,145308,2.7608799934387207
1714367623.0509803,145413,3.5676162242889404
1714367625.8289154,146346,1.455979824066162
1714367626.5286846,146586,4.169374942779541
1714367626.8757677,146706,1.5176228284835815
1714367627.1079874,146781,4.015707015991211
1714367628.1493137,147138,3.111520528793335
1714367628.6818817,147309,6.031449317932129
1714367628.777517,147345,1.3749274015426636
1714367629.1385586,147468,4.437520503997803
1714367629.804276,147696,3.7171730995178223
1714367631.5207675,148281,17.30266761779785
1714367632.8653715,148746,6.908863544464111
1714367633.2720587,148878,1.1559157371520996
1714367637.19702,149889,3.3346617221832275
1714367637.5919826,150024,4.298801898956299
1714367640.8736947,151125,5.041141986846924
1714367642.1520348,151572,6.293074607849121
1714367645.9175167,152838,6.181055068969727
1714367646.581318,153057,5.850022315979004
1714367646.7502038,153117,3.282569646835327
1714367647.9611976,153528,2.975785732269287
1714367648.8431835,153825,4.510725021362305
1714367649.0394208,153888,3.18076229095459
1714367649.180602,153933,2.770211935043335
1714367649.5593765,154068,2.5349419116973877
1714367650.5241394,154389,7.620752334594727
1714367651.2352524,154632,3.1743013858795166
1714367651.2509296,154638,3.4898674488067627
1714367651.9625788,154869,2.1618399620056152
1714367652.1977363,154950,3.280247688293457
1714367653.5996099,155430,13.931305885314941
1714367655.2707334,155994,5.025300979614258
1714367655.5570028,156090,2.904287099838257
1714367657.2014902,156633,7.796811103820801
1714367658.33621,157017,6.364164352416992
1714367659.030793,157254,3.515285015106201
1714367659.1551833,157296,1.4080653190612793
1714367662.5299845,158433,10.483406066894531
1714367663.9301686,158877,2.5925650596618652
1714367664.2687283,158988,1.2683653831481934
1714367664.879243,159192,2.8108246326446533
1714367666.0142415,159582,2.287437677383423
1714367666.3818927,159705,1.1759759187698364
1714367666.4423203,159726,1.731697678565979
1714367666.637834,159792,2.528581380844116
1714367667.6885476,160149,3.46547794342041
1714367670.9757452,161253,6.2761993408203125
1714367673.2932284,162021,4.223330020904541
1714367673.4499848,162069,16.28359603881836
1714367675.165204,162657,2.0958449840545654
1714367675.260438,162696,3.8500030040740967
1714367675.3229263,162720,4.090234756469727
1714367675.3697906,162738,4.509518146514893
1714367675.6947072,162861,6.075256824493408
1714367675.7141569,162870,1.7282376289367676
1714367675.8553874,162924,2.6253271102905273
1714367675.933989,162948,2.681413173675537
1714367676.8054194,163242,0.9938668608665466
1714367679.6419928,164229,3.698262929916382
1714367680.6808288,164580,6.239685535430908
1714367681.0004678,164685,4.078949928283691
1714367682.0432732,165045,7.168271541595459
1714367682.3727958,165153,3.9721970558166504
1714367683.2080505,165432,1.0228737592697144
1714367684.026303,165705,10.626011848449707
1714367684.9941545,166032,3.0762228965759277
1714367685.5542264,166224,0.9712015986442566
1714367685.7346253,166290,2.5630202293395996
1714367688.4329572,167190,7.857753753662109
1714367689.5458252,167553,5.205071449279785
1714367691.132693,168093,0.9289689660072327
1714367691.2109613,168120,2.784625768661499
1714367692.6505246,168606,1.2751299142837524
1714367692.9346616,168702,1.4295421838760376
1714367693.214338,168798,3.654092311859131
1714367693.9862504,169044,5.179013729095459
1714367695.3598413,169425,4.498168468475342
1714367696.899709,169869,1.8874399662017822
1714367697.1409626,169941,4.101149082183838
1714367700.207956,170781,4.345694541931152
1714367701.6095746,171174,5.051145076751709
1714367704.30653,171924,2.734081983566284
1714367704.519088,171993,7.379023551940918
1714367704.980685,172149,4.20465087890625
1714367708.0512798,173181,3.005915641784668
1714367710.4182837,173964,3.6174683570861816
1714367710.9441528,174141,1.8606784343719482
1714367711.374017,174282,9.15200424194336
1714367712.0100324,174498,7.957146644592285
1714367712.359361,174624,3.5858840942382812
1714367713.2382977,174912,3.527339458465576
1714367713.5593429,175020,0.739505410194397
1714367713.6082191,175038,1.252923607826233
1714367714.1040165,175200,4.734679222106934
1714367714.3777828,175290,3.623373508453369
1714367716.392426,175974,3.59747314453125
1714367716.439293,175989,2.7214136123657227
1714367716.5948293,176040,5.176924705505371
1714367717.5689533,176361,4.513587951660156
1714367717.6243572,176376,6.803568363189697
1714367718.0332701,176520,415.88385009765625
1714367719.0780847,176868,1.9669350385665894
1714367719.163867,176898,7.5610857009887695
1714367719.686145,177072,2.466555595397949
1714367720.3165727,177285,3.476856231689453
1714367723.6537693,178410,3.861948251724243
1714367724.3465335,178650,1.6073806285858154
1714367725.3638854,178986,2.6771645545959473
1714367726.231068,179277,3.7790379524230957
1714367726.4080625,179334,3.3590621948242188
1714367728.9998462,179925,4.9298014640808105
1714367729.337642,180045,1.7955185174942017
1714367730.6250904,180486,1.3877146244049072
1714367733.112153,181308,5.854772567749023
1714367733.2192824,181344,2.826630115509033
1714367733.8552954,181557,5.1702680587768555
1714367735.5023718,182097,1.8511624336242676
1714367735.942946,182241,2.8178272247314453
1714367737.3890343,182700,3.594960927963257
1714367739.9049282,183426,5.027353286743164
1714367740.3416781,183564,14.605939865112305
1714367742.1125116,184164,1.8021454811096191
1714367742.2128267,184200,1.8775421380996704
1714367742.8883657,184428,4.3704118728637695
1714367743.3114724,184566,1.9661147594451904
1714367743.8392725,184746,2.642794132232666
1714367744.2852578,184890,6.448738098144531
1714367745.6483998,185340,4.0875372886657715
1714367745.843378,185406,10.115296363830566
1714367746.7923079,185721,0.593784749507904
1714367747.8382185,186066,3.166383743286133
1714367750.1826851,186852,2.8133487701416016
1714367756.1608682,188862,2.3320906162261963
1714367756.6847174,189033,5.034386157989502
1714367757.390426,189273,3.3597068786621094
1714367757.6533413,189354,2.5794215202331543
1714367757.959705,189456,1.9942384958267212
1714367759.0619903,189816,4.591576099395752
1714367759.6717029,190026,7.928910732269287
1714367760.3755767,190266,4.2535014152526855
1714367760.8304791,190410,1.4904541969299316
1714367761.4533267,190620,3.341463565826416
1714367761.4931839,190638,3.2849624156951904
1714367761.6562097,190689,2.3168251514434814
1714367761.8456497,190746,1.6420379877090454
1714367762.1211534,190842,10.238423347473145
1714367762.259774,190890,8.395906448364258
1714367762.7117827,191046,1.439157485961914
1714367762.8684978,191100,5.960941791534424
1714367764.350413,191598,2.8026371002197266
1714367764.4232934,191622,6.606244087219238
1714367764.9232247,191784,2.635695695877075
1714367765.1373794,191856,4.388047695159912
1714367765.407926,191949,2.844712734222412
1714367766.6871986,192372,2.562680244445801
1714367767.9411566,192792,2.4607510566711426
1714367768.1369061,192858,3.6693315505981445
1714367768.480853,192978,6.076426982879639
1714367771.9182825,194124,8.289358139038086
1714367772.002426,194157,1.6307300329208374
1714367773.5407338,194670,0.9011051058769226
1714367775.8431346,195444,5.637712001800537
1714367777.5248618,195996,3.596663475036621
1714367781.109472,197157,9.548685073852539
1714367781.7530742,197373,2.4891421794891357
1714367782.0364504,197472,7.825056552886963
1714367783.5695004,197976,1.826931357383728
1714367784.517982,198300,4.166932106018066
1714367785.2353694,198546,2.214414119720459
1714367785.502903,198621,6.159963130950928
1714367789.9435267,200094,7.184079170227051
1714367790.5497205,200292,4.481430530548096
1714367791.649548,200664,8.30349349975586
1714367791.8211083,200730,6.394883632659912
1714367792.1143637,200850,4.241726398468018
1714367792.965989,201141,4.172682285308838
1714367794.3325846,201597,3.455169200897217
1714367795.3859475,201948,15.735005378723145
1714367796.1893473,202221,2.4329566955566406
1714367797.2874854,202584,8.398300170898438
1714367797.3022208,202593,3.0329713821411133
1714367797.3828907,202617,2.8322558403015137
1714367799.569929,203346,2.124768018722534
1714367801.493869,203985,5.947646141052246
1714367801.9187663,204129,3.849602460861206
1714367803.3521652,204606,2.6355140209198
1714367804.4572825,204978,2.99648380279541
1714367805.1079986,205197,5.188749313354492
1714367805.8529537,205437,13.280427932739258
1714367807.0225089,205818,2.4508137702941895
1714367810.8355262,207069,5.308392524719238
1714367811.3640053,207246,1.2681641578674316
1714367811.411291,207261,2.5860819816589355
1714367811.507139,207294,8.544343948364258
1714367813.4969165,207885,2.0697736740112305
1714367814.072718,208074,3.217816114425659
1714367814.879736,208338,5.875417709350586
1714367814.9023652,208344,2.282254695892334
1714367816.9389129,209016,3.2689130306243896
1714367817.5959685,209238,3.28887677192688
